ID;MeetingDate;TaskID;Priority;TaskTopic;TaskDescription;Participants;FollowUp;ResponsibleDepartment;ResponsibleStaffMember;Beginning;ExpectedTermination;Status;StatusText;CurrentUser
138;2014-04-14 00:00:00.000;2;I;"Foreign dept. Marketing II
Mr. Ott and Mr. Dong Fu";"
L/C advise for new Chinese banks
Some chinese banks are not familiar to the german banks. The Letter of Credits issued by such banks could be advised by our bank according to the requirement of german banks e.g. Commerzbank. We can profit from the advice of such L/C. We only need to apply for the BKE with those banks by our Head Office.

Mr. Dong Fu
Last week we started the FRP and Authorized Payment busienss. Some customers are with very good ratings or have the cash pledge in CCB mainland.
After Easten Holiday, we will start CNY 900 mil financing for CCB Jilin Branch, the Obligor must be monitored strictly.

";NULL;NULL;Foreign Dept and Marketing II;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 15:50:19;NULL
139;2014-04-14 00:00:00.000;3;I;"Treasury dept.
Mr. Lv";"
Mr. Lv
Head Office rejected our application of Deutsche Bank bond. We must find another bond.

New generation system of core banking system will go life in November 2014 in all CCB overseas branches. CCB Hong Kong is currently testing bank.
We have a lot of work due to the new generation system, e. g. the new outsourcing service level agreement must also be updated.
We must inform the  tax authority and so on. 

";NULL;NULL;Treasury dept;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 15:55:36;NULL
140;2014-04-14 00:00:00.000;4;I;"EDV dept.
Mr.Yu
";"

Software update will be implemented on 19.04.2014. The Online obligo will be done on this date.

For the Online bank new token will be used. There should be no sycronise problem more.

Cooperation between CCB Hong Kong and BSM began already. 

";NULL;NULL;EDV dept;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 15:57:07;NULL
141;2014-04-14 00:00:00.000;5;I;"Risk Management dept
Mr. Nieli";"
More detailed RTF was carried out. The RTF shows the new business room.

We sent the email to Bundesbank concering their unreasonable risk bearing capacity calculation and will still wait for the response of Bundesbank.

";NULL;NULL;Risk Management dept;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 15:59:41;NULL
142;2014-04-14 00:00:00.000;6;I;General Management;"
Mr.Sternheimer
PWC will be required to give us a clear answer to our sold assets to Commerzbank. 
Sold assets will maybe impacted considering the marketing change.

The letter regarding the Unit P.R.C. to Deutsche Bundesbank will be sent out this week.





";NULL;NULL;all;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 16:01:44;NULL
143;2014-04-14 00:00:00.000;7;I;"General Management ";"Mr. Li
Bonds investment: any commercial bonds will be not approved. 

Next week we have two delegations: Mr. President Zhang and HO auditors, we have to get preparation for that. 

The management meeting for next week will be cancelled.";NULL;NULL;all;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 16:02:17;NULL
144;2014-05-06 00:00:00.000;1;B;"Mr. Gilhaus

Loan-invitation
and something about HO Auditors' finding
RMB  bonds";"
two loan-invitatons
Mahle GmbH 
(6 Y: 95  – 115  bpa, 8 Y: 130  – 150 bps, 10 Y: 3,25%) 
The margin is too low and the maturity is long.

JF Hillebrand Group AG with rating BBB-
3, 5 Y: 115 – 140 bps, 5 Y: 140 – 165 bps, 7 Y: 170-195 bps
This schuldscheindarlehen could be fulfilled our guideline.

HO auditors mentioned one thing with our credit contracts which is signed by Mr. Sternheimer and Mr. Gilhaus.
How could it be correctly ruled in our branch? 

For RMB bonds, we must check which account we need and transfer to Commerzbank.";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Fantao Fu
Ping LI
Jin Wang
Dong Fu
Weihua LV
Paolo Nieli
Maoyuan Yu
Ran Zhi";NULL;GM;GM;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;STILL PENDING;NULL;NULL
145;2014-05-06 00:00:00.000;2;I;"Accounting dept.
Mr. Breunig
";"
Finding of HO Auditor:
Credit card for Suosheng Li is opened very long.
No reconciliation checking for Guarantee between Accounting dept. and Foreign dept.  

PWC got the pressure to issue our annual report officially as soon as possible, at latest at the end of May.

In cooperation with BSM for the report of LCR, accounting dept. is preparing the new LCR report for the first quarter which could be reported to Bundesbank at the end of June.

For the new building we must seperate the P/L accounts with our own operational P/L accounts according to the requirement of HO. It means that we must keep two cost centers. There is no special requirments from the local authority for this item. The accounting dept. has opened all needed accounts.

";NULL;NULL;Accounting dept.;Mr. Breunig;2014-05-06 00:00:00.000;2014-06-30 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 08:51:55;NULL
146;2014-05-06 00:00:00.000;3;I;"Marketing II
Mr. Dong Fu and Mr. Fantao Fu

";"

Borrowing funds from CCB Taibei is now USD 260 mil. The funds was be totally used for the prefinancing business with CCB mainlandbranches.
 
VW AG visiting will be planned in July. They contacted the Financing and settlement dept. of VW and will make a fixed appoinment. Due to the fact that VW AG  will issue the RMB bonds, according to the instruction from HO we could try to contact the Capital marketing dept. of VW AG, in order to get more deposit.

They had a meeting with BNP Paribas London last week. BNP could provide interbank loan to us with Libor+60 or 80 bps. But they need a guarantee or comfort letter from our HO.

Helaba visiting will be on 19th May.";NULL;NULL;all;all;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;CLOSED;TASK CLOSED from zhi on 06.05.2014 14:59:08;NULL
147;2014-05-06 00:00:00.000;4;I;"Credit administration
Mrs. Li";"
There are 10 to 15 new clients for the new business FRP and Authorized payments. The Credit Adnimistration dept. is working on the credit analysis.";NULL;NULL;Credit Administration dept.;Credit Administration dept.;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;CLOSED;TASK CLOSED from zhi on 06.05.2014 15:24:45;NULL
148;2014-05-06 00:00:00.000;5;I;"Treasury dept.
Mr. Lv";"
Due to our efforts, CCB Luxemburg set up the connection with Commerzbank. Last week CCB Luxemburg borrowed funds USD 220 mil from Commerzbank for 3 months. CCB Luxemburg place USD 110 mil with us as demand deposit. This funds is very helpful to our liquidity ratio and liability surplus.
";NULL;NULL;all;all;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;CLOSED;TASK CLOSED from zhi on 06.05.2014 15:38:13;NULL
149;2014-05-04 00:00:00.000;6;C;"EDV
Mr. Yu
";"
There was online banking problems due to the upgrad of software by HO on 19.04.2014. Our customer could not use online banking. After the further upgrad on 04.05.2014, the problem was fixed. On the other hand we will start to use the new token. 

Obligor online worked for somedays after 19.04.2014. On 28 and 29 April it got some problems with OCBS because some of settlements with CCB Hongkong were not correctly allocated in the calculation. The Obligor calculation in ODAS has been good.  Now obligor online works normally again.
Mr. Yu will check it.

For the new building we must provide some hardware budget to Head Office. Mr. Yu is preparing for the budget.

";NULL;NULL;EDV;Mr. Yu;2014-05-06 00:00:00.000;2014-05-17 00:00:00.000;STILL PENDING;NULL;NULL
150;2014-05-06 00:00:00.000;7;I;"GM
Mr. Sternheimer";"
Writing with Bundesbank about the new risk bearing capacity and progress of Risk management will be sent out today or tomorrow. 

We informed BaFin that we have new internal auditors-KPMG

The auditor of deposit insurence assosication will come.

We have to talk to PWC again about our annual public report. 

We can continue the sold assets business with Commerzbank.

Compliance officer is now hold by Mr. Gilhaus. The new regulation about the compliance must be familiar by the compliance officer.";NULL;NULL;all;all;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 08:57:11;NULL
151;2014-05-06 00:00:00.000;8;I;"GM
Mr. L i";"
One of the HO audit findings
Some desk instructions are not updated. All dept have to review all desk instructions, guideline and manual and update them. 
Risk Dept will lead the whole procedure internally and other dept must cooperate. 
We will set up one new 2014 version. Mr. Wang will make a plan and internal procedure.

For the RMB bond issue we try to get a clear picture.

New Risk bearing capacity is very important. We could consider more business now, but with good obligor rate.

Local Marketing action must be carried out to help us to find more business.

Bank of China has signed cooperation with Deutsche Börse. They will expand their service field.
This could hint us that we can think about our new business.




";NULL;NULL;all;all;2014-05-06 00:00:00.000;2014-05-07 00:00:00.000;CLOSED;TASK CLOSED from zhi on 06.05.2014 16:02:14;NULL
152;2014-05-12 00:00:00.000;1;I;"Marketing Dept
Mr. Gilhaus

";"
Mr. Gilhaus is working on the report §13 and §14- New customers with Million credit registration (Stammdatenanmeldung des Millionen Kredites) with the Bundesbank. Such report must be reported to the Bundesbank within 2 weeks after the new accounts were opened.
";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Xiaodong Wang
Ping Li
Dong Fu
Maoyuan Yu
";NULL;"Compliance ";Mr. Gilhaus;2014-05-12 00:00:00.000;2014-05-16 00:00:00.000;CLOSED;TASK CLOSED from zhi on 13.05.2014 14:30:03;NULL
153;2014-05-12 00:00:00.000;2;I;"Compliance
Mr. Gilhaus";"
Info
RMB bond issuing is in the final stage. We will issue RMB bond on this Wednesday (14.05.2014).
Mr. Li mentiones some questions: 
1. The funds will be transfered from our acct with CCB Hong Kong to our acct with CCB Shanghai. Is there any problem with the transaction. Mr. Wang said that we have done 2 such transactions as testing. The transactions ran smoothly without any problem.
2. Rating of RMB Bond will be fixed untill issuing date.
3. Due to the transaction we have to pay close attention to the Liability surplus. ";NULL;NULL;Compliance;Mr. Gilhaus;2014-05-12 00:00:00.000;2014-05-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 15:24:53;NULL
154;2014-05-12 00:00:00.000;3;I;"Treasury dept.
Mr. Wang";"
Info
CCB Zhejiang did the FX Forward with us at the first time owe to our marketing action in March and April.

We will facilitate another MM deal for CCB Luxemburg with Commerzbank. It will be USD 250 mil for 6 months. CCB Luxemburg will take half of this funds with us as demand deposit. We could use this funds to increase our prefinancing business.";NULL;NULL;"Treasury Dept. ";Mr. Wang;2014-05-12 00:00:00.000;2014-05-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 15:42:01;NULL
155;2014-05-12 00:00:00.000;4;I;"Credit Administration
Mrs. Li";"
Info
We will visit DZ bank on 19.05.2014 to discuss the business cooperation.
Sold Assets business will be one point. Some Standard Contracts will be very important.
Mr. Fu and Mrs. Li will bring the contracts with BHF bank and with OCBC as samples. ";NULL;NULL;Credit Administration;Mrs. Li;2014-05-12 00:00:00.000;2014-05-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 15:47:51;NULL
156;2014-05-12 00:00:00.000;5;I;"Marketing II
Mr. Fu
";"
Info
We will start sold assets business with Bayerisch Landesbank who agreed EUR 35 mil limit for our bank.
Korea Exchange Bank preagreed EUR10 mil limit for our sold assets business. They are waiting for the further approval from their HO.

In this week we will have 2 or 3 new customers for FRP or Authorized Payment business.
";NULL;NULL;Marketing II;Mr. Fu;2014-05-12 00:00:00.000;2014-05-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 16:08:38;NULL
157;2014-05-12 00:00:00.000;6;A;"Marketing II
Mr. Fu
";"
FX Swap with customers
The Marketing dept. made the test in OCBS. 
The test result is as follows:
The booking of FX swap with customers is mixed with the booking of FX swap with counterparty which is made in OPICs by Treasury dept. No one is sure wether it is correct. Marketing dept stopped the business.

Therefore we need to clarify with HO. Accounting dept has to contact with HO and clarify the problem.

";NULL;NULL;Accoutning dept.;Accounting dept.;2014-05-12 00:00:00.000;2014-05-16 00:00:00.000;STILL PENDING;NULL;NULL
158;2014-05-12 00:00:00.000;7;I;"EDV 
Mr. Yu
";"
Info
CCB London had overdraft on 27.04.2014 due to wrong parameter setting.
HO will change the parameter.";NULL;NULL;EDV;Mr. Yu and HO;2014-05-12 00:00:00.000;2014-05-13 00:00:00.000;CLOSED;TASK CLOSED from zhi on 12.05.2014 16:32:05;NULL
159;2014-05-12 00:00:00.000;8;A;Mrs. Xiong;"
About RMB Bond issue, it is our new product, we have to issue one new desk instruction-new product.
Also for the new business we need a new accounting model. Accounting dept. must check the product type and the accounting model.";NULL;NULL;"Accounting dept.--Accounting model
Risk dept.--Desk Instruction of new Product";"Accounting dept.
Risk dept.";2014-05-12 00:00:00.000;2014-05-23 00:00:00.000;STILL PENDING;NULL;NULL
160;2014-05-19 00:00:00.000;1;I;"Compliance
Mr. Gilhaus
";"
Info
Our RMB Bond issued on 19.05.2014. Considering the very good ordering in the market, it is a sucessful deal.
It will bring us more than RMB 1.5 bn which will also bring us the liability surplus problem, because we will place the funds in our account with CCB Shanghai. We must tightly supervise our Liability surplus. and insure that we have the business always in the legal way. Another point is the placement of the fund to get profit.

to Liabilty surplus:
Treasury has borrowed funds from CCB Taibei and CCB Tokyo for 3 months to partially cover the assets with CCB Shanghai and will roll over the deal possibly.

to placement of the funds
We will place the funds partially in CCB Shanghai to get higher Interest incoming and do other assets business.
";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Joachim Ott
Weihua Lv
Xiaodong Wang
Dong Fu
Maoyuan Yu
Paolo Nieli
";NULL;"Compliance
Treasury
Marketing II";"Gilhaus
Xiaodong Wang
Weihua Lv
Dong Fu";2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 20.05.2014 09:38:16;NULL
161;2014-05-19 00:00:00.000;2;I;"Accounting
Mr. Breunig
";"
Info
The accounting dept. is preparing some documentation for capital increaing application by CBRC.

About the LCR calculated by Mr. Breunig, Mr. Yu mentioned it could be not correct that we calculate the HO clearing funds with 100% weight. Mr. Breunig will check the percentage figure.  ";NULL;NULL;Accounting Dept;Mr. Breunig;2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 20.05.2014 09:49:07;NULL
162;2014-05-19 00:00:00.000;3;I;"Foreign Dept, Marketing II

Mr. Ott, Mr. Dong Fu";"
Info
The foreign dept will visit VW on 11.06.2014 and discuss the cooperated business. Also GM Mr. Li will visit VW on that day together with Mr. Wang and Mr. Fu to make preparation for the next visit from Mr. Zhu(CCB vice president) on 19.06.2014. 

Mr. Dong Fu visited some banks to discuss the treasury business and Sold assets business together with Mr. Wang.
1.DZ Bank will possibly offer us EUR10 -20 mil limit for our trade finance business.

2.Helaba will offer EUR 10 mil limit for our trade finance business only with precondition that they act as a advice bank. It is difficult for us to handle it. We will currently not accept the offer, but we will keep the connect with them.

3. Deutsche Bank HK can offer usd EUR500 mil limit but with higher Margin more than 230bps. It is too expensive for us. We will currently not accept the offer.

4. Well Fargo Bank will come tomorrow to visit us.
";NULL;NULL;Foreign Dept.;Mr. Ott;2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 26.05.2014 14:29:40;NULL
163;2014-05-19 00:00:00.000;4;I;"EDV 
Mr. Yu";"
Info
EDV sent out the application for the usage of new token of Online Banking. According to his experience maybe HO will approve it in next month. After the approval we will get the new tokens and Foreign dept has to send them out to our customers.

Operation dept. Treasury dept and Accounting dept are working on the test of new product--RMB bonds.

The figure of FX equivalent is currently very high. We have to pay more attention to our CIC LIMIT. 
 
";NULL;NULL;EDV dept.;Mr. Yu;2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 20.05.2014 11:02:15;NULL
164;2014-05-19 00:00:00.000;5;A;"EDV dept.
Mr. Yu";"
Realtime obligo does not work now. This function is more important after we issued RMB Bond. EDV dept must check the problem and apply for more surpport from HO if necessary.
";NULL;NULL;EDV dept.;Mr. Yu;2014-05-19 00:00:00.000;2014-05-24 00:00:00.000;STILL PENDING;NULL;NULL
165;2014-05-19 00:00:00.000;6;A;"Risk Management
Mr. Nieli
";"
New product process for RMB bond will be issued by Risk Management.

The implementation for the new product in our OCBS and Opics will be issued by Operation dept.

";NULL;NULL;"Risk Management 
Operational Dept.";"Mr. Nieli
Mr. Yu";2014-05-19 00:00:00.000;2014-05-30 00:00:00.000;STILL PENDING;NULL;NULL
166;2014-05-19 00:00:00.000;7;I;"Risk Management
Mr. Nieli
";"
Info
According to the new MaRisk, the Compliance officer will act more and more important role in banks. Compared to other chinese banks, it is time to us to think about it seriously.

Situation in other Chinese banks:
ICBC: Mrs. Yelda Acar, Lawyer and specialist in Banking Law
ABC:  Mrs. Petra Klingelhoefer, Lawyer
BoC:  Mr. Kai Jodlauk, Lawyer
BoComm: GM Back Office
";NULL;NULL;Risk Management;Mr. Nieli;2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 20.05.2014 11:46:19;NULL
167;2014-05-19 00:00:00.000;8;I;"GM
Mr. Sternheimer
";"
Info
Acceptance of HO Guarantee
We will not authorize any lawyers to certify the valuation of the guarantee.

Reacceptance of EUR1.5 Irrevecable Lending Commitment from HO 
EUR 2.6 mil cost for necessary borrowed funds must be reflected in someway. ";NULL;NULL;all;all;2014-05-19 00:00:00.000;2014-05-20 00:00:00.000;CLOSED;TASK CLOSED from zhi on 20.05.2014 12:12:57;NULL
168;2014-05-26 00:00:00.000;1;I;"Compliance
Mr. Gilhaus";"
Info
The credit marketing received one SSD Invitation with very low margin 40-50 bps for 5 years. We refused the invitation.

Mr. Gilhaus and Mr. Fantao Fu visited NBHS company in Nuremberg last Friday. This company was merged by a Chinese company which is a customer of CCB Zhejiang. Although the company's figures are still not good because of the acquisition, maybe we can keep the contact and find some new business chances. 
";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Gilhaus
Ping Li
Joachim Ott
Weihua LV
Dong FU
Fantao Fu
Maoyuan Yu
Jin Wang";NULL;Compliance;Mr. Gilhaus;2014-05-26 00:00:00.000;2014-05-27 00:00:00.000;STILL PENDING;TASK CLOSED from zhi on 27.05.2014 11:24:58;NULL
169;2014-05-26 00:00:00.000;1;I;"Foeign dept
Mr. Ott";"
Info
One new customer--Brauerei zoller-hof has opened a new account. The company will bring us some L/C business.

rollovered deal with VW
There was some problems with the rollovered deal with VW last Friday. They must send out the MT320 confimation to VW within very short time. In order to avoid possible failed deal, the front office is required to transfer the business earlier. 

";NULL;NULL;Foreign dept.;Mr. Ott;2014-05-26 00:00:00.000;2014-05-27 00:00:00.000;CLOSED;TASK CLOSED from zhi on 28.05.2014 09:18:28;NULL
170;2014-05-26 00:00:00.000;2;I;"Risk Management
Mr. Wang
";"
Info
The risk dept  with cooperation with other dept are working on providing some documents to HO auditors.

FATCA will be implemented since 01.0.7.2014. German government has IGA 1 agreement with the U.S.A. If we have american customers, we must report it. ";NULL;NULL;"Risk management ";Mr. Wang;2014-05-26 00:00:00.000;2014-05-27 00:00:00.000;CLOSED;TASK CLOSED from zhi on 28.05.2014 09:18:40;NULL
171;2014-05-26 00:00:00.000;2;I;"EDV
Mr. Yu";"
Info
We will do the time deposit in MTS with CCB Shanghai. The new counterparty FT8CCBSH is already set up in MTS, Kondor and OPICS.

Bonds booking
The accounting dept. operational dept. and treasury dept. are still working on the test in OPICS and OCBS. ";NULL;NULL;EDV;Mr. Yu;2014-05-26 00:00:00.000;2014-05-27 00:00:00.000;CLOSED;TASK CLOSED from zhi on 27.05.2014 15:46:05;NULL
172;2014-05-26 00:00:00.000;3;I;"General Management
Mr. Sternheimer
";"
Info
The risk dept is working on the risk inventory in cooperation with KPMG.

PWC finished the draft of the annual report. Tomorrow we will hold the meeting with PWC.
Mr. Sternheimer has shared with us about the equal treatment of chinese banks - equal supervisory status China from BaFin. This means that we could do the MM with other Chinese banks (excluding: Bank of China ). 

Following is the email from Mr. Sternheimer
Mr. Mestek (BaFin) called yesterday and provided the following information to me: 

•	For the time being (until further notice) BaFin accepts that Chinese Banks exceed the last time reduced Large Exposure Limit of 25 % up to the dotation capital of our Branch
•	This does not mean, that Chinese Banks are treated equal to other institutions from other countries within the EU, US etc. (no equal treatment according to article 391 CRR)
•	The question of equal treatment is still under discussion in BAFIN and EBA and has not yet been decided. 
Therefore our reporting duties have not been changed -  this means that in our reporting we still have to show Chinese banks as “not equal treated banks” with a limit of 25 %
•	Condition: exposures should not exceed a tenor of 3 month
•	Mr. Mestek pointed out, that there still exists the risk, that EBA (or Ministry of Finance) will finally decide that Chinese Banks cannot be treated equal according to article 391 CRR; 
He said he cannot exclude such a result at the end of the day..
•	In such a case we have to report the exceeding amount on request to BaFin, but due to the short term maturity BaFin shall show tolerance and shall not take any penalty action 
against us. 
•	Mr. Mestek asked to treat BaFin´s decision secret and not to spread around. He shall also approach the other Chinese banks to provide the same info to them like he did with our branch. 

Treasury, Risk Management, Compliance, Accounting have already been informed accordingly.  


GBB questionare must be finished at the end of May.
Mr. Mestek (BaFin) called yesterday and provided the following information to me: 

•	For the time being (until further notice) BaFin accepts that Chinese Banks exceed the last time reduced Large Exposure Limit of 25 % up to the dotation capital of our Branch
•	This does not mean, that Chinese Banks are treated equal to other institutions from other countries within the EU, US etc. (no equal treatment according to article 391 CRR)
•	The question of equal treatment is still under discussion in BAFIN and EBA and has not yet been decided. 
Therefore our reporting duties have not been changed -  this means that in our reporting we still have to show Chinese banks as “not equal treated banks” with a limit of 25 %
•	Condition: exposures should not exceed a tenor of 3 month
•	Mr. Mestek pointed out, that there still exists the risk, that EBA (or Ministry of Finance) will finally decide that Chinese Banks cannot be treated equal according to article 391 CRR; 
He said he cannot exclude such a result at the end of the day..
•	In such a case we have to report the exceeding amount on request to BaFin, but due to the short term maturity BaFin shall show tolerance and shall not take any penalty action 
against us. 
•	Mr. Mestek asked to treat BaFin´s decision secret and not to spread around. He shall also approach the other Chinese banks to provide the same info to them like he did with our branch. 

Treasury, Risk Management, Compliance, Accounting have already been informed accordingly.  

with kind regards

Karl Sternheimer



";NULL;;GM;all;2014-05-26 00:00:00.000;2014-05-27 00:00:00.000;CLOSED;TASK CLOSED from zhi on 28.05.2014 09:18:54;NULL
173;2014-05-26 00:00:00.000;3;C;"General Management
Mr. Li";"
Info
Mr. Li will acompany HO delegation to visit VW, Behr and Bosch and so on.

Schedule of Internal policy's update must be issued by risk dept.";NULL;NULL;Risk Dept.;Risk dept;2014-05-26 00:00:00.000;2014-06-06 00:00:00.000;STILL PENDING;NULL;NULL
174;2014-06-02 00:00:00.000;1;I;"Accounting Dept.
Mr. Breunig
";"
Info
The Annual Report from PWC is almost finished. The result is better than last year. 
Key performance changed??

RMB bond 
The funds received from RMB bond was placed in CCB Shanghai as time deposits. The booking related to the deposits is done automatically by system. The bond is also booked automatically, only the accrued interest must manually booked currently and till the middle of July, HO will update the software. Hopefully we will get accrued interest to be automatically booked in OCBS.";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Breunig
Wolfgang Gilhaus
Joachnim Ott
Dong Fu
Fantao Fu
Weihua Lv
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;Accounting dept.;Mr. Breunig;2014-06-03 00:00:00.000;2014-06-04 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 13:55:37;NULL
175;2014-06-02 00:00:00.000;2;I;"Compliance
Mr. Gilhaus
";"
Info
The credit application for NBSH is still pending because we need some documents from CCB mainland branches.

Till the end of June we must finish the report §13 for the first quarter 2014 according to the new regulation. This report will probably be done manually.
";NULL;NULL;Compliance;Mr. Gilhaus;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 14:01:43;NULL
176;2014-06-02 00:00:00.000;3;I;"Foreign Dept.
Mr. Ott";"
Info
CCB Jilin Branch paid us the funds of collection about EUR 35 mil with delay. There is still a part of collection to be paid by CCB Jilin. The foreign dept will continully give CCB Jilin pressure to supervise the payment.
";NULL;NULL;Foreign dept.;Mr. Ott;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 14:08:59;NULL
177;2014-06-02 00:00:00.000;4;B;"Foreign dept
Mr. Ott
";"
FATCA
Mr. Gilhaus found out that we have 2 customer accounts which have american shareholders backgroud.
We must decide whether we keep the accounts or close them. Mr. Sternheimer said if these customers are not important for our bank, we could close the accounts and avoid the legal report. ";NULL;"+++ Update from zhi on 12.06.2014 10:06:35 +++ 
Mr. Gilhaus suggested that we close the two accounts. But it must decided by the General Management.";Foreign Dept.;Mr. Ott;2014-06-02 00:00:00.000;2014-06-06 00:00:00.000;STILL PENDING;NULL;NULL
178;2014-06-02 00:00:00.000;5;I;"Marketing II
Mr. Fu
";"
Info
Due to the RMB bond we have very tight Liability surplus. There is no more place for prefinancing business.
In order to fulfill our budget we have to do more FRP and AP business.";NULL;NULL;Marketing II;Mr. Fu;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 15:53:50;NULL
179;2014-06-02 00:00:00.000;6;I;"Treasury Dept
Mr. Lv
";"
Info
We had one CNY repayment delay last Friday because the customer of CCB Jilin repaid to CCB Jilin later than the cut-off time of RMB clearing market of Hongkong. Therefore we must borrow funds to implement our payment to third party. We borrowed CNY 375 mil from CCB Hongkong for 3 days and paid the interest CNY 100,000 as our interest loss.

In order to keep the Liability surplus (we have now CNY 5.122 bil time deposit with CCB Shanghai) we have borrowed USD from our intergroup which we exchanged to EUR and place the funds by Deutsche Bundesbank without interest income.";NULL;NULL;Treasury dept.;Mr. lv;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 14:51:51;NULL
180;2014-06-03 00:00:00.000;7;I;"EDV
Mr. YU
";"
Info
Since last Wednesday we have the RMB bond booking and RMB time deposits, we have some problems with OCBS, ODAS and Legal reports.
RMB time deposits are correctly booked in OCBS, but not shown in the related reports. Because there is problem in the interface between ODAS and BAIS. Mr. Yu wrote email to CCB Hongkong to ask for support. Till now we got no response. Tomorrow Mr. Yu will contact CCB Hongkong.

Since the auditor from Deposit protection association will come next half of year, we must think about the EAEG report. We can not produce this report by ourselves till now. 

";NULL;NULL;EDV dept;Mr. Yu and HO;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 15:05:16;NULL
181;2014-06-02 00:00:00.000;7;I;"Risk Management
Mr. Nieli
";"
Info
Annual Report
We got 2 main findings with F2 about Money laudering about which we are still fighting. It is possible that we could avoid the findings through more communication.

The risk management dept is working on the Risk inventory. 
KPMG calculated the unexpected loss with EUR 26 mil and transfered us the calculation with complicated formular which we are reseaching and trying to change some parameters to decrease the UL.   ";NULL;NULL;Risk management;Mr. Nieli;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 15:39:55;NULL
182;2014-06-02 00:00:00.000;8;I;Mrs. Xiong;"
FATCA
HO issued some new circulars about FATCA. 
HO planed to add some fields in OCBS. Our branch must check it and give our requirement if necessary.
The procedure of account opening for company must be changed according to FATCA till the end of this year.
The procedure of account opening for private person must be changed according to FATCA till the end of June.";NULL;NULL;"Risk dept
Marketing II";"Risk dept
Marketing II";2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 15:53:32;NULL
183;2014-06-02 00:00:00.000;9;I;Mr. Li;"
For the marketing activity, the marketing dept has to issue one new info brochure as soon as possible. 

We have sucessfully issued our RMB bond in Frankfurt stock exchange. We received some requirements from customers to issue RMB bond for customers.

We must pay more attention to the new customers because of Money laundering and FATCA.

Our assets was EUR3.46 bil at the end of May and increased EUR 500 mil compared to last month. 
";NULL;NULL;Marketing II;Marketing II;2014-06-02 00:00:00.000;2014-06-03 00:00:00.000;CLOSED;TASK CLOSED from zhi on 02.06.2014 16:14:49;NULL
